iter	Passed	Remaining
238	347	1106
239	349	1105
240	350	1102
241	351	1101
242	353	1099
243	354	1098
244	355	1096
245	356	1094
246	358	1091
247	359	1091
248	360	1088
249	362	1086
250	364	1086
251	366	1086
252	367	1085
253	369	1084
254	370	1082
255	371	1080
256	372	1078
257	375	1079
258	376	1077
259	377	1074
260	379	1073
261	380	1073
262	382	1071
263	383	1069
264	385	1067
265	386	1065
266	387	1063
267	388	1061
268	390	1060
269	391	1058
270	392	1056
271	394	1054
272	396	1055
273	398	1054
274	399	1053
275	401	1052
276	401	1049
277	403	1046
278	404	1044
279	406	1044
280	407	1043
281	409	1042
282	411	1042
283	412	1040
284	414	1039
285	415	1037
286	416	1035
287	418	1033
288	419	1031
289	421	1030
290	424	1035
291	426	1033
292	427	1032
293	429	1031
294	430	1029
295	432	1027
296	433	1026
297	434	1024
298	435	1021
299	437	1021
300	438	1019
301	440	1018
302	442	1016
303	443	1014
304	444	1013
305	446	1012
306	447	1010
307	448	1008
308	449	1006
309	451	1004
310	453	1004
311	454	1002
312	455	1000
313	457	999
314	458	998
315	460	996
316	461	995
317	463	993
318	464	991
319	465	989
320	466	987
321	468	985
322	469	984
323	471	983
324	472	981
325	473	979
326	475	978
327	476	976
328	477	974
329	479	972
330	480	970
331	481	968
332	483	968
333	484	966
334	485	964
335	487	962
336	488	961
337	490	960
338	491	958
339	493	957
340	494	955
341	495	953
342	496	950
343	498	949
344	499	948
345	501	947
346	502	945
347	503	943
348	504	941
349	506	940
350	507	938
351	508	936
352	510	934
353	511	932
354	512	930
355	515	932
356	516	930
357	517	928
358	519	926
359	520	925
360	521	923
361	523	921
362	524	920
363	525	918
364	526	916
365	527	914
366	530	914
367	532	914
368	533	912
369	534	910
370	536	908
371	537	907
372	538	905
373	540	904
374	541	902
375	542	900
376	543	898
377	545	897
378	546	895
379	548	894
380	549	892
381	550	890
382	551	888
383	552	886
384	554	885
385	555	883
386	556	881
387	557	879
388	559	878
389	560	877
390	562	876
391	563	874
392	565	872
393	566	870
394	567	868
395	568	867
396	570	866
397	571	864
398	572	862
399	573	860
400	574	858
401	576	858
402	578	856
403	579	855
404	580	853
405	582	852
406	583	850
407	585	849
408	586	847
409	587	845
410	589	844
411	590	842
412	591	841
413	593	840
414	594	838
415	596	836
416	597	835
417	598	833
418	600	832
419	601	830
420	602	828
421	603	826
422	604	825
423	606	824
424	608	823
425	609	821
426	611	820
427	612	818
428	613	816
429	615	815
430	616	814
431	618	812
432	619	811
433	620	809
434	622	807
435	623	806
436	624	805
437	626	803
438	627	801
439	628	799
440	629	798
441	631	796
442	632	795
443	633	793
444	634	791
445	636	790
446	637	789
447	639	787
448	640	786
449	641	784
450	643	782
451	644	781
452	645	779
453	646	778
454	648	776
455	649	774
456	650	773
457	651	771
458	653	770
459	655	769
460	656	767
461	657	765
462	659	764
463	660	762
464	661	761
465	663	759
466	664	758
467	665	756
468	666	754
469	669	754
470	671	753
471	673	753
472	675	752
473	676	751
474	678	749
475	679	747
476	680	746
477	681	744
478	682	742
479	684	741
480	685	739
481	686	738
482	688	736
483	691	737
484	693	736
485	695	735
486	696	733
487	697	732
488	699	731
489	700	729
490	702	728
491	703	726
492	704	725
493	706	723
494	708	722
495	709	721
496	711	720
497	713	719
498	715	718
499	717	717
500	719	716
501	721	715
502	722	714
503	724	712
504	725	710
505	726	708
506	727	707
507	729	706
508	733	707
509	735	706
510	737	705
511	738	703
512	739	702
513	741	701
514	742	699
515	743	697
516	744	695
517	746	694
518	748	693
519	750	693
520	753	692
521	754	691
522	756	689
523	757	687
524	758	686
525	759	684
526	760	682
527	764	683
528	766	682
529	768	681
530	770	680
531	771	678
532	772	677
533	774	675
534	775	674
535	777	672
536	778	671
537	781	671
538	782	669
539	784	668
540	786	667
541	788	666
542	789	664
543	790	662
544	791	660
545	793	659
546	796	659
547	797	657
548	799	657
549	801	655
550	802	654
551	803	652
552	805	650
553	806	649
554	813	652
555	816	652
556	818	650
557	819	649
558	821	648
559	822	646
560	826	646
561	828	646
562	831	645
563	834	644
564	836	644
565	837	642
566	839	640
567	843	641
568	845	640
569	846	638
570	848	637
571	849	635
572	850	634
573	852	632
574	853	630
575	854	629
576	858	629
577	860	628
578	864	628
579	866	627
580	867	625
581	868	623
582	869	621
583	871	620
584	875	621
585	877	619
586	878	618
587	879	616
588	881	615
589	882	613
590	884	611
591	885	610
592	886	608
593	889	608
594	891	606
595	892	605
596	894	603
597	896	602
598	897	600
599	898	599
600	899	597
601	901	596
602	906	596
603	908	595
604	909	594
605	911	592
606	912	590
607	914	589
608	915	587
609	916	585
610	917	584
611	922	585
612	924	583
613	925	581
614	926	580
615	928	578
616	929	577
617	930	575
618	931	573
619	933	572
620	937	572
621	939	571
622	941	569
623	943	568
624	944	566
625	945	564
626	946	562
627	947	561
628	949	560
629	950	558
630	951	556
631	954	555
632	957	554
633	958	553
634	959	551
635	961	550
636	962	548
637	963	546
638	967	546
639	968	544
640	971	543
641	972	542
642	974	541
643	976	539
644	977	537
645	978	536
646	981	535
647	982	533
648	984	532
649	989	532
650	991	531
651	993	530
652	995	528
653	997	527
654	999	526
655	1001	525
656	1004	524
657	1006	523
658	1008	521
659	1010	520
660	1012	519
661	1015	518
662	1018	517
663	1020	516
664	1022	515
665	1025	514
666	1027	513
667	1029	511
668	1031	510
669	1033	509
670	1034	507
671	1036	505
672	1037	504
673	1038	502
674	1039	500
675	1040	498
676	1042	497
677	1043	495
678	1045	494
679	1048	493
680	1049	491
681	1051	490
682	1052	488
683	1053	486
684	1054	485
685	1056	483
686	1057	481
687	1058	480
688	1059	478
689	1060	476
690	1062	474
691	1063	473
692	1064	471
693	1065	469
694	1067	468
695	1068	466
696	1069	464
697	1070	463
698	1072	461
699	1073	459
700	1078	459
701	1080	458
702	1081	457
703	1083	455
704	1084	453
705	1085	452
706	1086	450
707	1087	448
708	1088	446
709	1090	445
710	1092	443
711	1093	442
712	1094	440
713	1096	439
714	1098	437
715	1100	436
716	1101	434
717	1102	433
718	1104	431
719	1108	431
720	1110	429
721	1112	428
722	1114	426
723	1115	425
724	1116	423
725	1118	422
726	1119	420
727	1121	419
728	1123	417
729	1124	415
730	1125	414
731	1126	412
732	1127	410
733	1128	409
734	1130	407
735	1131	405
736	1132	404
737	1133	402
738	1134	400
739	1136	399
740	1137	397
741	1138	395
742	1144	395
743	1146	394
744	1147	392
745	1149	391
746	1150	389
747	1151	387
748	1153	386
749	1154	384
750	1156	383
751	1158	381
752	1159	380
753	1160	378
754	1162	377
755	1163	375
756	1164	373
757	1165	372
758	1166	370
759	1168	368
760	1169	367
761	1170	365
762	1172	364
763	1173	362
764	1174	360
765	1175	359
766	1177	357
767	1178	356
768	1179	354
769	1181	352
770	1182	351
771	1183	349
772	1185	348
773	1186	346
774	1187	344
775	1188	343
776	1190	341
777	1191	340
778	1192	338
779	1193	336
780	1194	335
781	1196	333
782	1196	331
783	1197	330
784	1199	328
785	1200	326
786	1201	325
787	1202	323
788	1203	321
789	1204	320
790	1206	318
791	1207	317
792	1208	315
793	1210	313
794	1211	312
795	1212	310
796	1212	308
797	1214	307
798	1216	305
799	1217	304
800	1218	302
801	1219	301
802	1221	299
803	1222	297
804	1223	296
805	1224	294
806	1225	293
807	1226	291
808	1227	289
809	1229	288
810	1230	286
811	1232	285
812	1234	283
813	1235	282
814	1237	280
815	1238	279
816	1239	277
817	1240	276
818	1241	274
819	1242	272
820	1245	271
821	1246	269
822	1247	268
823	1248	266
824	1249	265
825	1251	263
826	1252	262
827	1254	260
828	1255	258
829	1256	257
830	1257	255
831	1258	254
832	1260	252
833	1262	251
834	1263	249
835	1264	248
836	1266	246
837	1267	244
838	1268	243
839	1269	241
840	1271	240
841	1272	238
842	1273	237
843	1275	235
844	1276	234
845	1278	232
846	1279	231
847	1280	229
848	1281	227
849	1282	226
850	1284	224
851	1285	223
852	1286	221
853	1287	220
854	1288	218
855	1291	217
856	1292	215
857	1293	214
858	1295	212
859	1296	211
860	1297	209
861	1299	207
862	1300	206
863	1301	204
864	1302	203
865	1303	201
866	1305	200
867	1307	198
868	1308	197
869	1310	195
870	1311	194
871	1312	192
872	1313	191
873	1314	189
874	1316	188
875	1317	186
876	1318	184
877	1319	183
878	1320	181
879	1322	180
880	1323	178
881	1324	177
882	1325	175
883	1326	174
884	1327	172
885	1328	170
886	1330	169
887	1331	167
888	1332	166
889	1333	164
890	1334	163
891	1335	161
892	1336	160
893	1338	158
894	1339	157
895	1341	155
896	1342	154
897	1343	152
898	1344	151
899	1345	149
900	1347	148
901	1348	146
902	1349	144
903	1350	143
904	1353	142
905	1354	140
906	1356	139
907	1357	137
908	1358	136
909	1360	134
910	1361	132
911	1362	131
912	1363	129
913	1364	128
914	1365	126
915	1367	125
916	1369	123
917	1370	122
918	1371	120
919	1372	119
920	1374	117
921	1375	116
922	1377	114
923	1378	113
924	1379	111
925	1380	110
926	1381	108
927	1383	107
928	1384	105
929	1386	104
930	1387	102
931	1388	101
932	1389	99
933	1391	98
934	1392	96
935	1393	95
936	1394	93
937	1395	92
938	1397	90
939	1398	89
940	1400	87
941	1401	86
942	1402	84
943	1404	83
944	1405	81
945	1406	80
946	1408	78
947	1409	77
948	1410	75
949	1411	74
950	1412	72
951	1413	71
952	1415	69
953	1416	68
954	1417	66
955	1419	65
956	1421	63
957	1423	62
958	1424	60
959	1425	59
960	1426	57
961	1428	56
962	1430	54
963	1431	53
964	1432	51
965	1434	50
966	1435	48
967	1436	47
968	1437	46
969	1439	44
970	1440	43
971	1441	41
972	1443	40
973	1445	38
974	1446	37
975	1447	35
976	1449	34
977	1451	32
978	1452	31
979	1454	29
980	1455	28
981	1456	26
982	1457	25
983	1459	23
984	1460	22
985	1462	20
986	1464	19
987	1465	17
988	1466	16
989	1468	14
990	1469	13
991	1471	11
992	1472	10
993	1473	8
994	1475	7
995	1476	5
996	1478	4
997	1480	2
998	1481	1
999	1483	0
