iter	MultiClass
137	0.06020182459
138	0.05961834373
139	0.05900806323
140	0.05852000679
141	0.0579405519
142	0.05738744669
143	0.05689587311
144	0.05628041923
145	0.05577412031
146	0.05552129693
147	0.05499641404
148	0.05446665328
149	0.05398514948
150	0.05355683565
151	0.05312338055
152	0.05279519315
153	0.05248630637
154	0.05208001836
155	0.05160194206
156	0.05118253438
157	0.05075058478
158	0.05027717074
159	0.04995327304
160	0.04947816417
161	0.04909648128
162	0.04871647969
163	0.04835432293
164	0.04792465373
165	0.04751481087
166	0.04718809152
167	0.04679548043
168	0.04645898225
169	0.04611136072
170	0.04582245893
171	0.04563934251
172	0.04528368233
173	0.04501065431
174	0.04463626923
175	0.04420921172
176	0.04390850701
177	0.04358771276
178	0.04328098272
179	0.04295100343
180	0.042644578
181	0.042339174
182	0.04207952147
183	0.04177489625
184	0.04152804089
185	0.04123435008
186	0.04097627072
187	0.04068616301
188	0.04039789637
189	0.04012024178
190	0.03989736862
191	0.03964123718
192	0.03937863125
193	0.03910862063
194	0.03885125555
195	0.03865643088
196	0.03843227389
197	0.03823690329
198	0.03797657898
199	0.03774008752
200	0.03746267761
201	0.03721413661
202	0.03697770211
203	0.03673951766
204	0.03648105309
205	0.03626057859
206	0.03610709398
207	0.03592492586
208	0.03570675827
209	0.03547503693
210	0.03529441089
211	0.03507887431
212	0.03487876738
213	0.03468605933
214	0.03447704661
215	0.03427796527
216	0.03409867475
217	0.03393129987
218	0.03379307522
219	0.03367891929
220	0.03348457848
221	0.0332987303
222	0.03314898102
223	0.03294405048
224	0.03276522572
225	0.03258631551
226	0.0323965596
227	0.03219082247
228	0.03201274777
229	0.03187720612
230	0.03173470677
231	0.03156276234
232	0.03139285013
233	0.03123231951
234	0.0310433341
235	0.03087291649
236	0.03070782527
237	0.03061051244
238	0.03047443986
239	0.0303176058
240	0.03017076418
241	0.03000556054
242	0.02986459169
243	0.02973589025
244	0.02957102818
245	0.02942578471
246	0.02929750083
247	0.02914985931
248	0.02899392852
249	0.02886224412
250	0.02873813872
251	0.0286021701
252	0.02848030588
253	0.02833495663
254	0.02822857997
255	0.02809709838
256	0.02795530171
257	0.02781651795
258	0.0277035126
259	0.02757812245
260	0.02745260463
261	0.02731758946
262	0.02721520256
263	0.02708639195
264	0.0269690316
265	0.02683934028
266	0.02672156731
267	0.02659378562
268	0.02647655389
269	0.02639111236
270	0.02626796984
271	0.0261558902
272	0.02605113007
273	0.02595582003
274	0.02583729403
275	0.0257222888
276	0.02562260923
277	0.02553991045
278	0.02541582566
279	0.02529674324
280	0.02518865214
281	0.02506873751
282	0.02495072298
283	0.02483711486
284	0.02473476615
285	0.02464691027
286	0.02454871441
287	0.0244473436
288	0.02434429385
289	0.02424663949
290	0.02419633144
291	0.02408713047
292	0.02401737587
293	0.02392052971
294	0.02382410868
295	0.02371555839
296	0.02360752118
297	0.02351890257
298	0.02340200338
299	0.02332140994
300	0.02324111131
301	0.02314157996
302	0.02305499235
303	0.02297289567
304	0.02287162123
305	0.02278042712
306	0.02270363327
307	0.02261729165
308	0.0225348412
309	0.02244538943
310	0.02235185083
311	0.02227326014
312	0.02219218336
313	0.02210451669
314	0.02202911747
315	0.02194184063
316	0.02185430782
317	0.0217634414
318	0.02169324326
319	0.02161557479
320	0.02153650715
321	0.02146250823
322	0.02138538975
323	0.02132856276
324	0.02123797976
325	0.02117159347
326	0.02110594046
327	0.0210214533
328	0.02095024608
329	0.02092824049
330	0.02084138817
331	0.02078091675
332	0.02070540891
333	0.02062457623
334	0.02054819502
335	0.02047766094
336	0.0204159582
337	0.02033737545
338	0.02027394624
339	0.02020200229
340	0.02013319355
341	0.02006537002
342	0.01998011674
343	0.01991095803
344	0.01983764479
345	0.01976456237
346	0.01969575453
347	0.01964023906
348	0.01958874711
349	0.01952165226
350	0.01947553762
351	0.01940590288
352	0.01935292489
353	0.01928278293
354	0.01923429869
355	0.01917162736
356	0.01912311861
357	0.01905809706
358	0.01899562461
359	0.01893327312
360	0.01887867362
361	0.01882113046
362	0.01876088185
363	0.01870235133
364	0.01865937592
365	0.018600552
366	0.0185307685
367	0.01848372806
368	0.01842505016
369	0.01836810529
370	0.01830367418
371	0.01824543521
372	0.01819743668
373	0.01813381859
374	0.01807797854
375	0.01801802997
376	0.01799629412
377	0.01794695781
378	0.01789151719
379	0.01784350844
380	0.01778807313
381	0.01773165662
382	0.01767831378
383	0.01762391177
384	0.01758022564
385	0.0175408767
386	0.01749782799
387	0.0174478436
388	0.01739041452
389	0.01733925658
390	0.01729012475
391	0.01724044345
392	0.01718984361
393	0.01714206152
394	0.01708901885
395	0.01704018268
396	0.0169928
397	0.01693973864
398	0.01688923622
399	0.01683804388
400	0.01679800397
401	0.01675180456
402	0.01673653476
403	0.01668825082
404	0.01663236843
405	0.01658031489
406	0.01653713868
407	0.01649010832
408	0.0164412991
409	0.01641002667
410	0.01636256437
411	0.01631638727
412	0.01627944872
413	0.01622634036
414	0.01619259555
415	0.01614651906
416	0.01609732646
417	0.01604755562
418	0.0160185406
419	0.01597476314
420	0.01592972316
421	0.01587009982
422	0.01582511366
423	0.01577822359
424	0.01573735932
425	0.01569627856
426	0.01565082488
427	0.01560281482
428	0.01556859959
429	0.0155304761
430	0.01548383542
431	0.01543726904
432	0.01539648101
433	0.01535127401
434	0.01532500261
435	0.01527397355
436	0.01524036365
437	0.01520550387
438	0.0151657849
439	0.01512470962
440	0.01509989784
441	0.01505798566
442	0.01501682478
443	0.01497874201
444	0.01493355668
445	0.01488593447
446	0.01485335579
447	0.01481947823
448	0.01478396339
449	0.0147462165
450	0.01470676201
451	0.01467651611
452	0.01464342229
453	0.01461152389
454	0.01458012436
455	0.01454475465
456	0.01451389717
457	0.0144936346
458	0.01445173929
459	0.0144178372
460	0.01437924259
461	0.0143438243
462	0.01431011391
463	0.01427612495
464	0.01424243775
465	0.01420889261
466	0.01418766112
467	0.01415026986
468	0.0141177217
469	0.01408310354
470	0.0140485482
471	0.01401483825
472	0.0139812617
473	0.01394722327
474	0.01390744807
475	0.01388039541
476	0.01385049662
477	0.01381513115
478	0.01378112756
479	0.01374968043
480	0.01371328752
481	0.01368175473
482	0.01364984926
483	0.01362027388
484	0.01359056711
485	0.01356648756
486	0.0135321335
487	0.01349808533
488	0.01347171479
489	0.0134392262
490	0.01340768778
491	0.01337487428
492	0.01334070391
493	0.01330345094
494	0.01327200555
495	0.01323870466
496	0.01320587745
497	0.01317352331
498	0.01314205124
499	0.01311560303
500	0.01308898821
501	0.01306032284
502	0.01302798261
503	0.01300052369
504	0.01297556114
505	0.01296968016
506	0.01294044929
507	0.01291243067
508	0.0128858955
509	0.01286272386
510	0.01283290205
511	0.01280252816
512	0.01277494767
513	0.01274476425
514	0.01272088473
515	0.01268969928
516	0.01265789274
517	0.01263366925
518	0.01261405996
519	0.01258656262
520	0.01256013274
521	0.01253073902
522	0.01250316818
523	0.01247152762
524	0.01244675646
525	0.01241451445
526	0.01238553817
527	0.01236152818
528	0.01232827317
529	0.01230008215
530	0.01228079399
531	0.01225396536
532	0.01222518943
533	0.01219949122
534	0.01217520582
535	0.01214956833
536	0.0121213555
537	0.01209383643
538	0.01206998056
539	0.01204405623
540	0.0120191287
541	0.01199128937
542	0.01196795648
543	0.0119418888
544	0.01191958494
545	0.0118947036
546	0.01186942106
547	0.01183923232
548	0.01181129322
549	0.01178308409
550	0.01175973773
551	0.01173145978
552	0.01170417556
553	0.01167841982
554	0.01165237081
555	0.01163082012
556	0.01161172106
557	0.01159205269
558	0.01157169936
559	0.01155073821
560	0.01152479865
561	0.01150209309
562	0.01147915767
563	0.01145753084
564	0.0114333877
565	0.01140948742
566	0.01138681483
567	0.01136392292
568	0.01134542634
569	0.01132341981
570	0.0113110997
571	0.01129019551
572	0.01126730848
573	0.01124565949
574	0.0112214858
575	0.01119911414
576	0.01117905138
577	0.01116117589
578	0.0111413021
579	0.01111787479
580	0.01109947814
581	0.01107630705
582	0.01105591359
583	0.01103378777
584	0.01101756604
585	0.01099837173
586	0.01097432014
587	0.01095436086
588	0.01093240506
589	0.01091409161
590	0.01089254317
591	0.01087343984
592	0.01085231181
593	0.01083085426
594	0.0108116118
595	0.01079126984
596	0.01077366943
597	0.01075787744
598	0.01073559257
599	0.01071404222
600	0.01069354066
601	0.01067365529
602	0.01065325033
603	0.01063380685
604	0.0106163966
605	0.01059986666
606	0.01058650297
607	0.01056742361
608	0.01054931552
609	0.01053213061
610	0.01051245158
611	0.01048979326
612	0.0104702921
613	0.01045269906
614	0.01044048045
615	0.01042368617
616	0.01041065282
617	0.01039224594
618	0.01037514488
619	0.01036251893
620	0.0103417038
621	0.01032683144
622	0.01030691225
623	0.01028818255
624	0.01027746041
625	0.0102577684
626	0.01023941664
627	0.01022070056
628	0.01020168908
629	0.01018531021
630	0.01016819331
631	0.01015642683
632	0.01013688086
633	0.01011685063
634	0.01009953046
635	0.01008938871
636	0.0100729258
637	0.01005578261
638	0.01003861132
639	0.01002878563
640	0.01001299841
641	0.0099926787
642	0.009978175505
643	0.009960343521
644	0.009943202774
645	0.009924096952
646	0.009907692556
647	0.009891204851
648	0.009874972811
649	0.009856860779
650	0.009838759259
651	0.009819667104
652	0.009803265562
653	0.00978933505
654	0.009774263381
655	0.00976373382
656	0.009745071285
657	0.009729619056
658	0.009712980206
659	0.00970551882
660	0.009695423682
661	0.009676356909
662	0.009658781837
663	0.009643376115
664	0.009630614562
665	0.009615328048
666	0.009599335485
667	0.009582157646
668	0.009566737393
669	0.009550446544
670	0.009534659236
671	0.009519346404
672	0.00950744369
673	0.009492433015
674	0.009478255396
675	0.009466002838
676	0.009451826807
677	0.009435986631
678	0.009420732957
679	0.00940854772
680	0.009393228883
681	0.009379596796
682	0.009364196754
683	0.009349847532
684	0.009334076256
685	0.00931940622
686	0.009307138547
687	0.009293047891
688	0.009277954078
689	0.009263955147
690	0.00925067571
691	0.009236414378
692	0.009222107642
693	0.009209030498
694	0.009194546694
695	0.009178803273
696	0.009163846775
697	0.009149391842
698	0.009135263747
699	0.009119774744
700	0.009106648103
701	0.009096682842
702	0.009083237773
703	0.009068576897
704	0.009055358271
705	0.009044278093
706	0.009030921058
707	0.009014871708
708	0.009002125838
709	0.008987203571
710	0.008973190032
711	0.00895790301
712	0.00894217722
713	0.008926739515
714	0.008914018186
715	0.008900036702
716	0.008885710762
717	0.008872596074
718	0.008855085716
719	0.0088421357
720	0.008828603254
721	0.008816283182
722	0.008803452444
723	0.008790188639
724	0.008775064717
725	0.008761188618
726	0.008746990207
727	0.008733400714
728	0.008721904031
729	0.008708878956
730	0.00869763381
731	0.00868321853
732	0.008668521472
733	0.008655993223
734	0.008641007698
735	0.008626611333
736	0.008615001625
737	0.008601009363
738	0.008586225852
739	0.00857341341
740	0.008559605712
741	0.008547057151
742	0.008535224238
743	0.008521075225
744	0.008509224486
745	0.008497224936
746	0.008484592519
747	0.008470136117
748	0.008459297383
749	0.008448455486
750	0.008436661694
751	0.008424260998
752	0.008412512427
753	0.008399387991
754	0.00838494394
755	0.00837398604
756	0.008359985099
757	0.008348847163
758	0.008338577399
759	0.008325247765
760	0.008314436514
761	0.008302259098
762	0.008291559384
763	0.008278419012
764	0.008265482496
765	0.008253873333
766	0.008242036012
767	0.008229539934
768	0.008218234111
769	0.008205680666
770	0.008197367286
771	0.008186016245
772	0.008174178321
773	0.008163262136
774	0.008155297934
775	0.008145732733
776	0.008135126773
777	0.00812377595
778	0.008112810373
779	0.008101339314
780	0.008088290282
781	0.008076664097
782	0.008064787785
783	0.008051576616
784	0.008040217276
785	0.008031130931
786	0.008020696528
787	0.008009823462
788	0.008001029807
789	0.007989371774
790	0.007979526971
791	0.00796782562
792	0.007957484727
793	0.00794475356
794	0.007934235774
795	0.007922766927
796	0.007914262065
797	0.007903410718
798	0.007891820211
799	0.007881394986
800	0.007871719187
801	0.007862774903
802	0.007854682193
803	0.007844635851
804	0.007834033439
805	0.007823753641
806	0.007815390301
807	0.007804386026
808	0.007793814787
809	0.007782425805
810	0.007769940179
811	0.007760847562
812	0.007750578636
813	0.0077395797
814	0.007729105938
815	0.007718182379
816	0.007708916329
817	0.00769931987
818	0.007687041012
819	0.007676220207
820	0.007665531521
821	0.007654949123
822	0.007645711666
823	0.007634200352
824	0.007624620953
825	0.007614411225
826	0.007605312601
827	0.007596178788
828	0.007587627841
829	0.007577972994
830	0.007570050121
831	0.007560302747
832	0.007549719968
833	0.007540584848
834	0.007533648447
835	0.007525659943
836	0.007515596274
837	0.007506516634
838	0.007501485928
839	0.007490689318
840	0.007483781249
841	0.007475228131
842	0.007465341535
843	0.007455912932
844	0.007447106425
845	0.007439972541
846	0.007428848276
847	0.007421861057
848	0.007412182383
849	0.007402349508
850	0.007393115075
851	0.007384904253
852	0.007375731199
853	0.007366325816
854	0.007357244427
855	0.007348616836
856	0.007339907001
857	0.007329041473
858	0.007320571825
859	0.007313118139
860	0.007302663354
861	0.007293188553
862	0.007282703248
863	0.007273159372
864	0.007264615917
865	0.00725677165
866	0.007247758866
867	0.007237622139
868	0.007229601233
869	0.007219886908
870	0.007211298239
871	0.007203329846
872	0.007193845279
873	0.007185317817
874	0.007173929106
875	0.007165841611
876	0.007157297936
877	0.007148937858
878	0.007139843028
879	0.007131482792
880	0.007123285691
881	0.007114443177
882	0.007107551642
883	0.007097330663
884	0.007089415267
885	0.007080981989
886	0.007073589242
887	0.00706420398
888	0.007054894382
889	0.007047736571
890	0.007041806698
891	0.007033618108
892	0.00702438384
893	0.007014446449
894	0.007005518645
895	0.006996819724
896	0.006990346108
897	0.006981516746
898	0.006973287723
899	0.006964195114
900	0.006956787117
901	0.006947513927
902	0.006939195153
903	0.006931801994
904	0.006923410445
905	0.006915711493
906	0.006910526581
907	0.00690189159
908	0.006892800637
909	0.006885561234
910	0.006877269066
911	0.006870347608
912	0.006862333478
913	0.00685295891
914	0.006846262431
915	0.006838374198
916	0.006830552373
917	0.00682728352
918	0.006818877284
919	0.006810651306
920	0.006802021095
921	0.006792787179
922	0.006783701759
923	0.006775876757
924	0.006767431178
925	0.006761322151
926	0.006754320667
927	0.006747197444
928	0.006738782177
929	0.006730275346
930	0.006722405831
931	0.006714636182
932	0.00670935344
933	0.006701730951
934	0.00669515032
935	0.006689150135
936	0.006682522449
937	0.006674509549
938	0.006669122922
939	0.006665618383
940	0.006657996739
941	0.006649244387
942	0.006640883394
943	0.006634520053
944	0.00662885873
945	0.006621561884
946	0.006613812139
947	0.006605183809
948	0.006597765646
949	0.006590426763
950	0.006583680482
951	0.006576344549
952	0.006568893966
953	0.006564960374
954	0.006557822535
955	0.006550337471
956	0.006544045805
957	0.006537823673
958	0.006531067705
959	0.006525416727
960	0.00651823111
961	0.006510726214
962	0.006503196381
963	0.006497946649
964	0.006490122258
965	0.006483496395
966	0.006478435954
967	0.006470780696
968	0.006463440479
969	0.006455333306
970	0.006447712747
971	0.006441167891
972	0.006434775909
973	0.006427763126
974	0.006421821841
975	0.006415915136
976	0.006408316299
977	0.00639947963
978	0.006392220256
979	0.006383766817
980	0.00637701675
981	0.006369140706
982	0.00636322858
983	0.006355774442
984	0.00634890445
985	0.006342028616
986	0.006338832184
987	0.006333840193
988	0.006326599771
989	0.006319212381
990	0.006313169249
991	0.00630461048
992	0.006297400902
993	0.006290249985
994	0.006282333936
995	0.006275832522
996	0.006270208394
997	0.006265674966
998	0.00625832032
999	0.006250729675
