locations
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', '208 Varick St', 'Monk’s Café', 'MICHIGAN', 'Queens', 'Queens']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', 'Riverside Dr', 'MARYLAND', '318 Broadway', 'Columbus Cir', 'MARYLAND', '48th St', 'MASSACHUSETTS', 'Wall St', 'Connecticut', 'CONNECTICUT']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'W. 83rd St. and Central Park W', '50 W. 83rd St', 'ICELAND', 'Finland', 'FINLAND', 'Iceland', 'MINNESOTA', '1000 3rd Ave', 'UNITED KINGDOM', 'GEORGIA']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '4 Pennsylvania Pl', 'IRAN', 'EUROPE', 'Wall', 'GERMANY', 'European']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Elaine’s Apartment', 'TEXAS', '432 W. 44th St.', 'VERMONT', 'VERMONT']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'George’s Apartment', 'Elaine’s Apartment', 'Joe’s Fruit', 'Jerry’s', '609 W. 43rd St']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Pines Of Mar Gables', 'Kramer’s Apartment', 'EGYPT', 'Central Park', 'NEW YORK', 'POLAND', 'Ellis Island', 'FLORIDA', 'Brooklyn', 'ARIZONA', 'Riverside Park', 'West End Ave', 'NEW JERSEY']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', '287 Columbus Ave', 'UTAH', '15 E. 69th St', '249 W. 45th St', 'SOUTH KOREA', 'GUATEMALA', 'Pendant Publishing', '46th St', 'MARYLAND']"
"['The Phone Message', 'Puerto Rico', 'The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'TEXAS', 'NEW YORK', 'PUERTO RICO', 'Queens', 'NEW YORK']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '350 Fifth Ave', 'UNITED KINGDOM', 'Irish', 'IRELAND', 'Scottish', 'COLORADO', '59 W. 44th St.', 'Long Island']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'PENNSYLVANIA', 'MICHIGAN', 'First Ave', 'NORWAY', 'Kenya', 'KENYA', 'Norway', '4 Pennsylvania Pl']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Pines Of Mar Gables', 'FINLAND', '2960 Broadway', 'CALIFORNIA', 'Chinatown', 'SINGAPORE', 'Pendant Publishing']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', 'NEW YORK', 'Madison Ave. and E. 40th St', '626 Eleventh Ave']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Brooklyn', '1324 Amsterdam Ave', 'The Busboy', 'OHIO', 'San Antonio', 'TEXAS', 'Cleveland']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'NEW YORK', 'Elaine’s Apartment', '418 Columbus Ave', 'VERMONT']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'MASSACHUSETTS', 'Brooklyn', 'Elaine’s Apartment', 'CONNECTICUT', 'NEW YORK', 'SOVIET UNION (now RUSSIA)', 'Queens', 'Riverside Dr.', 'MASSACHUSETTS', 'NEW JERSEY', 'Jerry’s Apartment', 'MASSACHUSETTS']"
"['Jerry’s Apartment', 'Monk’s Café', 'The Improv', '323 Fifth Ave', 'MASSACHUSETTS', 'Long Island', 'Florida', 'Pines Of Mar Gables', 'BERMUDA', 'Long Island', 'Florida']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '900 Seventh Ave', 'The Fix-Up', 'WASHINGTON', 'WASHINGTON', '1324 Amsterdam Ave', 'The Heart Attack', 'Queens', 'Long Island Expressway', 'ILLINOIS', 'TEXAS', 'Elaine’s Apartment', '1290 Sixth Ave', '1941 Broadway']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'PENNSYLVANIA', 'SOUTH KOREA']"
